incident_id,title,description,priority,status,reported_by,reported_date,resolved_by,resolved_date,resolution_notes,affected_app,affected_microservice,cpu_usage,memory_usage,related_incidents,kb_article_id
INC261204,API latency spike in Payment Service,"Payment Service is unresponsive, causing service degradation.",Low,In Progress,Anne Turner,16-09-2024 10:44,,,,Online Banking App,Payment Service,22.67,80.61,"INC658260, INC043967",KB084
INC426292,Failed transactions in Auth Service,Transactions in Auth Service are failing due to database issues.,Low,In Progress,Brittany Horton,19-12-2024 09:07,,,,Backend API,Auth Service,68.6,67.64,,
INC459073,Notification failure in Notification Service,Notifications from Notification Service are not being delivered to users.,Medium,Open,Joshua Thomas,29-07-2024 16:16,,,,Backend API,Notification Service,84.19,60.4,,KB020
INC412257,API latency spike in Payment Service,"Payment Service is unresponsive, causing service degradation.",Low,In Progress,Jonathan Rich,07-01-2025 17:43,,,,Mobile Banking App,Payment Service,54.23,24.41,,KB040
INC215914,Notification Service not responding,Transactions in Notification Service are failing due to database issues.,Medium,Open,Michael Jones,08-11-2024 01:05,,,,Backend API,Notification Service,63.96,84.13,,KB085
INC003363,Database deadlock in Notification Service,Transactions in Notification Service are failing due to database issues.,Low,In Progress,Mrs. Melinda Benton PhD,23-08-2024 05:55,,,,Backend API,Notification Service,95.94,39.93,,KB086
INC436854,Memory leak in Payment Service,Transactions in Payment Service are failing due to database issues.,Low,Open,Jeffrey Gomez,16-08-2024 07:21,,,,Mobile Banking App,Payment Service,57.27,87.74,,
INC671900,Database deadlock in Database B,"Database B is consuming excessive memory, causing system slowdowns.",Critical,In Progress,Shane Johnson,25-12-2024 01:10,,,,Online Banking App,Database B,87.2,40.18,"INC009149, INC039976",KB078
INC005506,Failed transactions in Notification Service,Notifications from Notification Service are not being delivered to users.,High,Resolved,David Weaver,31-05-2024 00:01,Chelsea Williams,21-03-2025 10:13,Restarted Notification Service.,Backend API,Notification Service,10.3,25.34,,
INC266607,API latency spike in Auth Service,"Auth Service is unresponsive, causing service degradation.",Medium,Open,Casey Christian,19-02-2025 11:10,,,,Backend API,Auth Service,56.53,80.03,,
INC720274,API latency spike in Payment Service,Connection attempts to Payment Service are timing out.,Low,Resolved,Elizabeth Blackwell,16-08-2024 00:46,John Stevenson,14-11-2024 11:15,Resolved database deadlock in Payment Service.,Online Banking App,Payment Service,29.36,43.39,,
INC209247,Database B connection timeout,API requests to Database B are failing with 500 errors.,Medium,In Progress,Tina Johnson,28-02-2025 16:17,,,,Backend API,Database B,91.37,80.69,"INC819827, INC251798",
INC201351,Notification Service connection timeout,"Notification Service is unresponsive, causing service degradation.",Low,Open,Susan Roberts,20-02-2025 19:53,,,,Mobile Banking App,Notification Service,62.39,57.49,,
INC139729,API latency spike in Database B,Transactions in Database B are failing due to database issues.,Low,In Progress,Kyle Higgins,25-10-2024 02:07,,,,Backend API,Database B,77.91,72.55,,KB036
INC080302,API latency spike in Payment Service,Notifications from Payment Service are not being delivered to users.,High,Open,Francisco Glover,06-08-2024 03:47,,,,Mobile Banking App,Payment Service,12.33,93.11,,KB033
INC559692,High CPU usage on Notification Service,API requests to Notification Service are failing with 500 errors.,Low,In Progress,Ryan Stewart,06-08-2024 02:01,,,,Backend API,Notification Service,21.25,15.04,"INC701497, INC035791",
INC986528,Failed transactions in Payment Service,API requests to Payment Service are failing with 500 errors.,Low,Resolved,Patricia Robinson,01-06-2024 00:01,Kevin Barry,21-08-2024 14:01,Resolved database deadlock in Payment Service.,Online Banking App,Payment Service,77.44,75.97,"INC436993, INC148680",KB098
INC146281,API latency spike in Notification Service,Transactions in Notification Service are failing due to database issues.,Medium,Open,Samuel Palmer,28-11-2024 04:06,,,,Mobile Banking App,Notification Service,89.55,38.47,,KB003
INC424649,Notification failure in Auth Service,API requests to Auth Service are failing with 500 errors.,Low,In Progress,Christine Li,02-08-2024 05:56,,,,Backend API,Auth Service,17.54,68.91,,KB042
INC702595,Failed transactions in Notification Service,A deadlock in Notification Service is blocking critical operations.,High,In Progress,Steven Lane,06-07-2024 20:32,,,,Backend API,Notification Service,17.66,30.96,,KB004
INC106704,Notification failure in Payment Service,"Payment Service is unresponsive, causing service degradation.",Low,In Progress,Lisa Gonzales,16-11-2024 04:26,,,,Mobile Banking App,Payment Service,69.74,70.9,,
INC214136,Database deadlock in Auth Service,Transactions in Auth Service are failing due to database issues.,Low,Resolved,Kristina Rocha,08-06-2024 03:20,Shawna Reed,14-02-2025 21:29,Restarted Auth Service.,Backend API,Auth Service,21.52,98.45,,KB044
INC577018,Notification Service connection timeout,Notifications from Notification Service are not being delivered to users.,Low,Resolved,Victor Douglas,04-07-2024 04:03,Philip Valencia,12-12-2024 15:54,Resolved database deadlock in Notification Service.,Mobile Banking App,Notification Service,15.9,89.32,,
INC652829,Failed transactions in Payment Service,Notifications from Payment Service are not being delivered to users.,Low,In Progress,James Robinson,17-09-2024 05:47,,,,Backend API,Payment Service,45.08,93.49,,
INC558089,Database B not responding,API requests to Database B are failing with 500 errors.,Low,Resolved,Michelle Russell,21-04-2024 08:29,Sara Moore,18-07-2024 19:04,Restarted Database B.,Mobile Banking App,Database B,38.87,12.13,,
INC329125,Auth Service connection timeout,"Auth Service is unresponsive, causing service degradation.",Low,Open,Jason Allen,08-09-2024 11:46,,,,Backend API,Auth Service,85.52,58.78,,KB045
INC845348,Notification failure in Payment Service,Users are experiencing high latency when accessing Payment Service.,High,Open,Ronald Keller,02-11-2024 16:45,,,,Online Banking App,Payment Service,65.4,35.75,,KB005
INC390686,Memory leak in Auth Service,"Auth Service is consuming excessive memory, causing system slowdowns.",High,Resolved,Laura Mendez,08-02-2025 19:04,Charlene Banks,13-02-2025 13:47,Restarted Auth Service.,Mobile Banking App,Auth Service,25.24,68.16,,KB006
INC595219,API latency spike in Payment Service,Users are experiencing high latency when accessing Payment Service.,Medium,Open,Larry Patel,17-11-2024 17:33,,,,Mobile Banking App,Payment Service,63.58,69.31,,KB040
INC505392,Failed transactions in Auth Service,Transactions in Auth Service are failing due to database issues.,Medium,In Progress,Raymond Rodriguez,22-06-2024 09:13,,,,Online Banking App,Auth Service,77.35,22.95,,KB087
INC044067,Notification failure in Auth Service,Connection attempts to Auth Service are timing out.,Medium,Resolved,Jodi George,10-08-2024 11:52,Michael Rose,05-11-2024 05:18,Restarted Auth Service.,Backend API,Auth Service,26.57,37.67,"INC779420, INC493848",KB026
INC219917,Notification failure in Auth Service,"Auth Service is consuming excessive memory, causing system slowdowns.",Low,Resolved,Laura Barrett,24-12-2024 20:24,Andrea Hughes,12-02-2025 08:56,Restarted Auth Service.,Mobile Banking App,Auth Service,90.1,59.55,,
INC530953,High CPU usage on Auth Service,A deadlock in Auth Service is blocking critical operations.,Low,Resolved,William Barrett,08-04-2024 19:04,Chloe Anderson,19-11-2024 06:19,Restarted Auth Service.,Online Banking App,Auth Service,81.02,54.95,,KB093
INC722705,Memory leak in Notification Service,Notifications from Notification Service are not being delivered to users.,Low,Open,Tina Bullock,21-10-2024 12:44,,,,Mobile Banking App,Notification Service,13.19,28.88,,
INC980324,API latency spike in Payment Service,API requests to Payment Service are failing with 500 errors.,Medium,In Progress,Sophia Foley,24-03-2024 17:07,,,,Mobile Banking App,Payment Service,52.38,25.82,,KB004
INC525425,Notification failure in Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",High,Open,Valerie Alvarez,08-12-2024 17:14,,,,Online Banking App,Notification Service,73.25,23.09,,
INC414427,High CPU usage on Database B,Connection attempts to Database B are timing out.,High,Resolved,Dr. Brian Russell,18-04-2024 06:58,Dustin Brown,28-05-2024 12:31,Fixed memory leak in Database B.,Online Banking App,Database B,99.47,74.76,,KB015
INC613607,Database deadlock in Payment Service,Users are experiencing high latency when accessing Payment Service.,High,In Progress,Steven Ramirez,08-04-2024 18:48,,,,Mobile Banking App,Payment Service,93.45,31.39,"INC391758, INC588236",
INC006778,Notification Service not responding,Users are experiencing high latency when accessing Notification Service.,High,In Progress,Jacob Foster,13-08-2024 11:01,,,,Online Banking App,Notification Service,60.04,68.59,"INC133863, INC961446",
INC213819,High CPU usage on Notification Service,API requests to Notification Service are failing with 500 errors.,High,Open,Colleen Miller,09-11-2024 17:43,,,,Backend API,Notification Service,68.35,82.35,,KB035
INC914333,High CPU usage on Notification Service,"Notification Service is unresponsive, causing service degradation.",High,Resolved,William Wade,09-09-2024 14:02,Ashley Sanchez,15-11-2024 02:08,Restarted Notification Service.,Online Banking App,Notification Service,98.01,70.86,,KB013
INC463944,High CPU usage on Payment Service,Transactions in Payment Service are failing due to database issues.,High,Open,Laurie Shea,20-06-2024 19:20,,,,Mobile Banking App,Payment Service,27.38,85.81,,
INC056902,Memory leak in Payment Service,A deadlock in Payment Service is blocking critical operations.,Low,Resolved,Emily Collins,16-11-2024 23:20,Nicole Jones,16-01-2025 23:52,Resolved database deadlock in Payment Service.,Online Banking App,Payment Service,15.38,34.71,,KB012
INC880387,Notification failure in Payment Service,API requests to Payment Service are failing with 500 errors.,Medium,In Progress,John Hill,10-08-2024 02:58,,,,Online Banking App,Payment Service,44.45,64.33,,KB053
INC064389,Database deadlock in Notification Service,API requests to Notification Service are failing with 500 errors.,High,Resolved,Jennifer Harris,17-11-2024 06:15,Michelle Duncan,02-01-2025 02:53,Resolved database deadlock in Notification Service.,Backend API,Notification Service,75.12,90.3,,
INC772940,Notification failure in Notification Service,Connection attempts to Notification Service are timing out.,High,Open,Tiffany Delgado,16-04-2024 15:04,,,,Online Banking App,Notification Service,40.45,19.39,,
INC420176,API latency spike in Auth Service,Transactions in Auth Service are failing due to database issues.,Low,Resolved,Richard Abbott,25-06-2024 17:43,Jeffrey Bush,19-08-2024 21:29,Fixed memory leak in Auth Service.,Online Banking App,Auth Service,84.68,45.03,,
INC200884,High CPU usage on Auth Service,Users are experiencing high latency when accessing Auth Service.,Critical,In Progress,Susan Choi,15-01-2025 03:47,,,,Backend API,Auth Service,55.41,99.5,,KB024
INC864094,Payment Service not responding,Connection attempts to Payment Service are timing out.,Critical,In Progress,Cheryl Stephenson,19-07-2024 13:11,,,,Mobile Banking App,Payment Service,65.75,17.27,,KB069
INC741026,Notification failure in Database B,Users are experiencing high latency when accessing Database B.,Medium,In Progress,Christopher Montgomery,20-03-2025 04:46,,,,Online Banking App,Database B,83.61,34.5,,
INC818358,High CPU usage on Database B,Users are experiencing high latency when accessing Database B.,Medium,Open,Travis West,28-08-2024 03:20,,,,Online Banking App,Database B,17.69,23.78,,KB070
INC282927,Failed transactions in Payment Service,Notifications from Payment Service are not being delivered to users.,Critical,Resolved,Joshua Jackson,10-07-2024 06:27,Eric Watkins,27-08-2024 18:35,Resolved database deadlock in Payment Service.,Mobile Banking App,Payment Service,85.99,49.73,"INC832251, INC781485",KB094
INC552686,Database deadlock in Auth Service,"Auth Service is unresponsive, causing service degradation.",Medium,In Progress,Kimberly Baker,28-08-2024 05:37,,,,Mobile Banking App,Auth Service,68.91,52.26,,
INC883914,Memory leak in Auth Service,Users are experiencing high latency when accessing Auth Service.,Low,Open,Patrick Lewis,04-12-2024 18:24,,,,Online Banking App,Auth Service,88.81,61.21,,KB067
INC599724,Payment Service connection timeout,"Payment Service is unresponsive, causing service degradation.",Critical,Resolved,Crystal Jennings,14-11-2024 18:36,Kevin Johnson,27-02-2025 02:30,Restarted Payment Service.,Mobile Banking App,Payment Service,25.16,68.3,,KB092
INC712820,Failed transactions in Auth Service,"Auth Service is unresponsive, causing service degradation.",Low,In Progress,Brandon Simon,02-06-2024 10:36,,,,Backend API,Auth Service,11.47,74.32,"INC078670, INC352723",
INC630563,Database deadlock in Database B,Transactions in Database B are failing due to database issues.,Medium,Open,Michelle Morgan,21-11-2024 21:00,,,,Online Banking App,Database B,25.74,73.26,,KB081
INC207011,API latency spike in Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Low,In Progress,Michelle Williams,12-10-2024 15:57,,,,Mobile Banking App,Payment Service,31.68,75.85,,
INC430070,API latency spike in Auth Service,"Auth Service is unresponsive, causing service degradation.",High,Resolved,Jason Griffin,23-04-2024 02:52,Nathan Sanders,18-12-2024 23:12,Restarted Auth Service.,Mobile Banking App,Auth Service,92.66,25.17,,
INC606864,Database deadlock in Auth Service,A deadlock in Auth Service is blocking critical operations.,Low,Resolved,Timothy Wiley,23-12-2024 16:48,Barbara Johnson,29-01-2025 02:13,Resolved database deadlock in Auth Service.,Backend API,Auth Service,13.32,98.17,"INC225628, INC175774",
